FirstName,MiddleInitial,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,State,ZIP,Phone
Samuel,,Clark,6/1/1967 0:00,M,M,sclark@cohovineyard.com,50000,2,2,Bachelors,Skilled Manual,1,1,77 Birchwood,,Grossmont,CA,91941,130-555-0137
Timothy,,Carter,10/10/1961 0:00,S,M,tcarter@cohovineyard.com,50000,1,0,Partial Co,Skilled Manual,1,1,7941 Cristobal,,Grossmont,CA,91941,330-555-0110
Haley,J,Roberts,9/24/1959 0:00,S,F,hroberts@cohovineyard.com,70000,2,0,Graduate D,Professional,0,1,8031 Danesta Dr.,,Grossmont,CA,91941,923-555-0153
Barbara,,Yang,5/22/1968 0:00,M,F,byang@cohovineyard.com,60000,2,2,Bachelors,Professional,1,1,9177 Concord Royale,,Grossmont,CA,91941,1 (11) 500 555-0110
Ronald,M,Malhotra,5/4/1967 0:00,M,M,rmalhotra@cohovineyard.com,70000,5,5,Bachelors,Professional,1,3,9590 Galloway Dr,,Grossmont,CA,91941,1 (11) 500 555-0176
Joy,B,Vazquez,6/7/1967 0:00,S,F,jvazquez@cohovineyard.com,80000,5,5,Graduate D,Management,0,2,9899 Geary Court,,Grossmont,CA,91941,1 (11) 500 555-0195
Lindsey,,Nara,12/3/1972 0:00,S,F,lnara@cohovineyard.com,30000,0,0,High Schoo,Manual,0,1,Hanford Mall,,Hanford,CA,93230,1 (11) 500 555-0173
Leah,,He,4/8/1970 0:00,M,F,lhe@cohovineyard.com,40000,2,2,Partial Co,Clerical,1,0,60750 San Clemente,,Hayward,CA,94541,1 (11) 500 555-0113
Seth,B,Richardson,7/6/1970 0:00,S,M,srichardson@cohovineyard.com,40000,2,2,Partial Co,Clerical,1,2,1371 Rogers Ave,,Imperial Beach,CA,91932,1 (11) 500 555-0159
Xavier,,Wright,7/4/1974 0:00,S,M,xwright@cohovineyard.com,50000,0,0,Graduate D,Skilled Manual,1,0,1654 Bonari Court,,Imperial Beach,CA,91932,759-555-0123
Wesley,,Ma,11/16/1946 0:00,M,M,wma@cohovineyard.com,100000,2,3,Bachelors,Management,1,4,9558 Orchard View Ave.,,Imperial Beach,CA,91932,1 (11) 500 555-0175
Ian,D,Butler,2/27/1953 0:00,S,M,ibutler@cohovineyard.com,80000,4,2,Partial Co,Professional,1,2,West Park Plaza,,Irvine,CA,92614,1 (11) 500 555-0160
Barbara,E,Guo,5/11/1954 0:00,S,F,bguo@cohovineyard.com,90000,4,2,High Schoo,Professional,0,1,1239 Linnet Court,,La Jolla,CA,92806,1 (11) 500 555-0138
Bradley,,Deng,4/14/1947 0:00,M,M,bdeng@cohovineyard.com,120000,5,5,High Schoo,Management,1,4,1246 Glenside Ct.,,La Jolla,CA,92806,1 (11) 500 555-0112
Martha,B,Liu,5/20/1972 0:00,S,F,mliu@cohovineyard.com,80000,0,0,Partial Hi,Professional,1,3,2687 Gilberto,,La Jolla,CA,92806,1 (11) 500 555-0122
Kayla,,Clark,4/6/1970 0:00,M,F,kclark@cohovineyard.com,90000,0,0,Partial Hi,Professional,1,4,3255 Marsh Elder,,La Jolla,CA,92806,1 (11) 500 555-0199
Robyn,V,Serrano,8/7/1964 0:00,M,F,rserrano@cohovineyard.com,80000,4,3,Partial Co,Professional,1,1,4566 La Jolla,,La Jolla,CA,92806,533-555-0166
Corey,,Nath,2/13/1967 0:00,M,M,cnath@cohovineyard.com,70000,5,5,Bachelors,Professional,1,3,4904 Hillview Drive,,La Jolla,CA,92806,1 (11) 500 555-0162
Kenneth,,Raji,7/16/1964 0:00,S,M,kraji@cohovineyard.com,60000,4,4,Bachelors,Professional,1,3,521 Red Leaf Way,,La Jolla,CA,92806,1 (11) 500 555-0122
Nathan,,Coleman,2/14/1963 0:00,S,M,ncoleman@cohovineyard.com,60000,3,2,Bachelors,Professional,1,1,5436 Via Del Sol,,La Jolla,CA,92806,1 (11) 500 555-0165
Frank,,Ortega,11/19/1961 0:00,S,M,fortega@cohovineyard.com,50000,1,0,Partial Co,Skilled Manual,1,1,5634 Blue Ridge Drive,,La Jolla,CA,92806,1 (11) 500 555-0159
Daniel,R,Smith,5/9/1949 0:00,S,M,dsmith@cohovineyard.com,10000,2,1,High Schoo,Skilled Manual,0,2,6814 Gatewood Court,,La Jolla,CA,92806,1 (11) 500 555-0132
Victoria,A,Harris,1/9/1975 0:00,M,F,vharris@cohovineyard.com,40000,0,0,High Schoo,Skilled Manual,0,1,7226 Casa Real,,La Jolla,CA,92806,433-555-0169
Alan,,Wu,6/23/1980 0:00,S,M,awu@cohovineyard.com,30000,0,0,Partial Hi,Clerical,1,2,8168 Eaker Way,,La Jolla,CA,92806,913-555-0176
Tamara,,Zhang,10/6/1977 0:00,S,F,tzhang@cohovineyard.com,30000,0,0,Partial Hi,Clerical,1,2,8198 Mt. Whitney Dr.,,La Jolla,CA,92806,776-555-0145
William,,Garcia,8/3/1972 0:00,M,M,wgarcia@cohovineyard.com,80000,0,0,Bachelors,Management,1,1,Lake Elisnor Place,,Lake Elsinore,CA,92530,980-555-0181
Heather,A,Liu,2/11/1967 0:00,M,F,hliu@cohovineyard.com,120000,0,1,Bachelors,Management,0,4,1663 Park Glen Court,,Lakewood,CA,90712,345-555-0167
Robert,,Edwards,1/24/1968 0:00,M,M,redwards@cohovineyard.com,110000,1,1,Graduate D,Management,1,3,3284 Bynum Way,,Lakewood,CA,90712,426-555-0112
Jeffery,J,Xu,2/3/1964 0:00,M,M,jxu@cohovineyard.com,110000,3,2,Bachelors,Management,1,4,9443 Oaxaca,,Lakewood,CA,90712,114-555-0184
Natalie,C,Bennett,2/24/1955 0:00,S,F,nbennett@cohovineyard.com,60000,2,0,High Schoo,Professional,1,2,Lakewood Mall,,Lakewood,CA,90712,317-555-0142
Reginald,,Jimenez,1/18/1955 0:00,S,M,rjimenez@cohovineyard.com,70000,4,3,High Schoo,Professional,0,1,4469 Dellwood Court,,Lemon Grove,CA,91945,622-555-0133
Curtis,G,Zhu,2/22/1935 0:00,S,M,czhu@cohovineyard.com,40000,3,0,Partial Co,Professional,1,2,5009 Grasswood Circle,,Lemon Grove,CA,91945,778-555-0130
Eugene,W,Zhou,9/19/1937 0:00,M,M,ezhou@cohovineyard.com,60000,3,0,Graduate D,Management,0,2,504 O St.,,Lemon Grove,CA,91945,182-555-0149
Kristen,R,He,6/14/1938 0:00,M,F,khe@cohovineyard.com,70000,4,0,Graduate D,Management,1,2,5351 N. Civic Dr.,,Lemon Grove,CA,91945,942-555-0145
Gilbert,D,Chander,12/5/1938 0:00,M,M,gchander@cohovineyard.com,70000,5,0,Graduate D,Management,1,2,5974 N St.,,Lemon Grove,CA,91945,796-555-0156
Rodney,B,Gil,5/24/1951 0:00,M,M,rgil@cohovineyard.com,20000,2,1,Partial Hi,Clerical,1,2,9067 Argonne Drive,,Lemon Grove,CA,91945,1 (11) 500 555-0186
Andrea,,Nelson,7/25/1975 0:00,S,F,anelson@cohovineyard.com,50000,0,0,Partial Co,Skilled Manual,1,2,9584 Logan Ct,,Lemon Grove,CA,91945,608-555-0185
Beth,,Ramos,1/9/1975 0:00,S,F,bramos@cohovineyard.com,50000,0,0,High Schoo,Skilled Manual,0,2,9875 Prestwick Court,,Lemon Grove,CA,91945,592-555-0141
Brandi,J,Torres,7/6/1973 0:00,S,F,btorres@cohovineyard.com,70000,0,0,Partial Co,Professional,1,2,9906 Oak Grove Road,,Lemon Grove,CA,91945,217-555-0116
Bethany,C,Xie,11/24/1973 0:00,S,F,bxie@cohovineyard.com,70000,0,0,Partial Co,Professional,1,2,9991 El Pintado Road,,Lemon Grove,CA,91945,119-555-0117
Bryce,E,Gray,5/14/1965 0:00,M,M,bgray@cohovineyard.com,80000,0,0,Bachelors,Management,1,1,1796 Westbury Dr.,,Lincoln Acres,CA,91950,428-555-0138
Francis,,Diaz,3/28/1962 0:00,M,M,fdiaz@cohovineyard.com,40000,3,2,High Schoo,Skilled Manual,1,2,207 Barquentine Court,,Lincoln Acres,CA,91950,151-555-0119
Marvin,,Martin,3/12/1962 0:00,S,M,mmartin@cohovineyard.com,50000,1,0,Bachelors,Professional,0,1,3469 Gill Ct.,,Lincoln Acres,CA,91950,186-555-0116
Caleb,,Adams,7/25/1943 0:00,S,M,cadams@cohovineyard.com,70000,5,0,Bachelors,Management,1,2,4195 San Paolo,,Lincoln Acres,CA,91950,756-555-0175
Curtis,M,Zhao,3/12/1971 0:00,S,M,czhao@cohovineyard.com,60000,1,0,Graduate D,Professional,0,0,5566 Brook Way,,Lincoln Acres,CA,91950,360-555-0120
Kelvin,M,Liu,6/2/1968 0:00,M,M,kliu@cohovineyard.com,50000,2,2,Bachelors,Skilled Manual,1,1,6110 Price Lane,,Lincoln Acres,CA,91950,563-555-0181
Lori,D,Alonso,5/16/1966 0:00,S,F,lalonso@cohovineyard.com,50000,3,3,Bachelors,Skilled Manual,0,0,6323 Benedict Court,,Lincoln Acres,CA,91950,662-555-0146
Michael,H,Walker,3/9/1966 0:00,S,M,mwalker@cohovineyard.com,60000,0,0,Graduate D,Professional,1,0,6868 West,,Lincoln Acres,CA,91950,483-555-0150
Stacey,N,Zhang,2/8/1966 0:00,S,F,szhang@cohovineyard.com,70000,5,0,Graduate D,Professional,0,0,7826 W. Hookston Road,,Lincoln Acres,CA,91950,871-555-0115
Julia,E,Powell,8/26/1971 0:00,S,F,jpowell@cohovineyard.com,40000,2,2,Partial Co,Clerical,0,1,867 La Orinda Place,,Lincoln Acres,CA,91950,1 (11) 500 555-0114
Arianna,,Rogers,12/3/1974 0:00,M,F,arogers@cohovineyard.com,50000,0,0,Graduate D,Skilled Manual,0,0,2775 Robinson Ave.,,Long Beach,CA,90802,969-555-0116
Oscar,D,Powell,5/5/1959 0:00,M,M,opowell@cohovineyard.com,10000,1,1,High Schoo,Manual,1,1,9742 Anderson Way,,Long Beach,CA,90802,1 (11) 500 555-0110
Kristina,L,Prasad,6/25/1959 0:00,S,F,kprasad@cohovineyard.com,30000,0,0,Bachelors,Clerical,1,0,9846 Powell Drive,,Long Beach,CA,90802,1 (11) 500 555-0136
Ian,,Garcia,3/12/1919 0:00,M,M,igarcia@cohovineyard.com,10000,3,0,Bachelors,Clerical,1,2,1318 Lasalle Street,,Los Angeles,CA,90012,1 (11) 500 555-0119
Arianna,K,Long,7/21/1969 0:00,M,F,along@cohovineyard.com,10000,2,2,High Schoo,Manual,1,1,1349 Palm Ave.,,Los Angeles,CA,90012,1 (11) 500 555-0196
Karl,,Anand,6/28/1969 0:00,M,M,kanand@cohovineyard.com,30000,0,0,Bachelors,Clerical,1,0,1397 Paraiso Ct.,,Los Angeles,CA,90012,1 (11) 500 555-0133
Clarence,R,Shen,11/9/1969 0:00,M,M,cshen@cohovineyard.com,40000,0,0,Graduate D,Clerical,0,0,2944 North Main St.,,Los Angeles,CA,90012,1 (11) 500 555-0188
Gina,E,Ortega,6/25/1964 0:00,S,F,gortega@cohovineyard.com,40000,1,0,Bachelors,Skilled Manual,1,0,9068 Muir Road,,Los Angeles,CA,90012,1 (11) 500 555-0192
Brianna,R,Brown,2/11/1976 0:00,M,F,bbrown@cohovineyard.com,20000,0,0,High Schoo,Manual,1,1,2099 San Jose,,Mill Valley,CA,94941,1 (11) 500 555-0184
Omar,,Wu,11/21/1960 0:00,S,M,owu@cohovineyard.com,40000,4,2,High Schoo,Skilled Manual,0,2,2305 Glazier Drive,,Mill Valley,CA,94941,532-555-0155
Cheryl,,Gomez,2/14/1957 0:00,M,F,cgomez@cohovineyard.com,10000,1,0,Partial Co,Manual,1,0,2775 Delta View Ln.,#9,Mill Valley,CA,94941,1 (11) 500 555-0116
Kathryn,C,Pal,9/24/1959 0:00,M,F,kpal@cohovineyard.com,10000,1,1,High Schoo,Manual,0,1,5118 Boxwood Dr.,,Mill Valley,CA,94941,1 (11) 500 555-0133
Julie,,Chande,11/27/1970 0:00,S,F,jchande@cohovineyard.com,30000,0,0,Bachelors,Clerical,1,0,5370 Adobe Drive,,Mill Valley,CA,94941,1 (11) 500 555-0114
Arthur,C,Lopez,3/5/1968 0:00,M,M,alopez@cohovineyard.com,40000,0,0,Graduate D,Clerical,1,0,7549 Longview Rd.,,Mill Valley,CA,94941,1 (11) 500 555-0141
Jocelyn,M,Butler,9/10/1967 0:00,M,F,jbutler@cohovineyard.com,10000,3,3,High Schoo,Manual,0,0,8343 Briowes Valley Rd,,Mill Valley,CA,94941,1 (11) 500 555-0173
David,S,Zhang,7/24/1967 0:00,S,M,dzhang@cohovineyard.com,20000,1,1,Partial Co,Manual,1,1,9130 San Ramon Road,,Mill Valley,CA,94941,1 (11) 500 555-0125
Gary,C,Suarez,5/27/1967 0:00,S,M,gsuarez@cohovineyard.com,30000,1,1,Bachelors,Clerical,0,1,9838 Carob Way,,Mill Valley,CA,94941,1 (11) 500 555-0167
Diane,B,Ortega,11/8/1966 0:00,M,F,dortega@cohovineyard.com,30000,1,1,Bachelors,Clerical,1,1,25001 Montague Exressway,,Milpitas,CA,95035,1 (11) 500 555-0161
Kevin,,Henderson,4/2/1965 0:00,M,M,khenderson@cohovineyard.com,30000,1,1,Bachelors,Skilled Manual,1,2,6900 Sisk Road,,Modesto,CA,95354,1 (11) 500 555-0129
Clayton,C,Lal,5/27/1964 0:00,M,M,clal@cohovineyard.com,10000,3,2,Partial Hi,Manual,1,2,9700 Sisk Road,,Modesto,CA,95354,1 (11) 500 555-0111
Rachael,J,Malhotra,12/19/1977 0:00,S,F,rmalhotra@cohovineyard.com,20000,0,0,High Schoo,Manual,0,1,440 West Huntington Dr.,,Monrovia,CA,91016,1 (11) 500 555-0199
Valerie,A,Ma,7/3/1960 0:00,M,F,vma@cohovineyard.com,50000,1,0,Partial Co,Skilled Manual,1,1,9693 Mellowood Street,,National City,CA,91950,480-555-0121
Nathan,,Jackson,9/7/1958 0:00,M,M,njackson@cohovineyard.com,60000,1,0,Bachelors,Professional,1,1,6756 Mowry,,Newark,CA,94560,622-555-0158
Orlando,,Ortega,12/5/1969 0:00,M,M,oortega@cohovineyard.com,80000,4,4,Graduate D,Management,1,0,1147 Mellowood Street,,Newport Beach,CA,92625,1 (11) 500 555-0164
Bobby,M,Patel,3/15/1943 0:00,M,M,bpatel@cohovineyard.com,50000,2,0,Graduate D,Management,1,1,8882 Weatherly Way,,Newport Beach,CA,92625,1 (11) 500 555-0173
Jeremiah,W,Kelly,5/3/1972 0:00,S,M,jkelly@cohovineyard.com,80000,0,0,Bachelors,Management,0,1,25620 Firestone Boulevard,,Norwalk,CA,90650,552-555-0133
Ruth,P,Patel,1/8/1968 0:00,M,F,rpatel@cohovineyard.com,110000,1,1,Graduate D,Management,1,3,Norwalk Square,,Norwalk,CA,90650,847-555-0157
Katelyn,,Reed,9/24/1972 0:00,M,F,kreed@cohovineyard.com,50000,1,1,Graduate D,Skilled Manual,1,0,3883 Kirkwood Dr,,Novato,CA,94947,112-555-0144
Damien,T,Nath,11/20/1963 0:00,S,M,dnath@cohovineyard.com,80000,4,3,Partial Co,Professional,1,2,4622 Andrea Lane,,Novato,CA,94947,932-555-0175
Briana,A,Blanco,11/12/1956 0:00,M,F,bblanco@cohovineyard.com,50000,2,0,High Schoo,Skilled Manual,1,2,5765 Mellowood St.,,Novato,CA,94947,1 (11) 500 555-0114
Kelvin,O,Lu,6/24/1958 0:00,S,M,klu@cohovineyard.com,100000,1,1,Bachelors,Management,1,3,5899 Mt. Wilson Place,,Novato,CA,94947,1 (11) 500 555-0182
Nicholas,W,Smith,4/8/1959 0:00,M,M,nsmith@cohovineyard.com,110000,1,1,Bachelors,Management,1,4,8281 Rhoda Way,,Novato,CA,94947,1 (11) 500 555-0191
Krystal,,Lin,7/2/1957 0:00,S,F,klin@cohovineyard.com,70000,3,2,Partial Co,Professional,1,0,9825 Coralie Drive,,Novato,CA,94947,150-555-0112
Clarence,,Wang,4/18/1956 0:00,S,M,cwang@cohovineyard.com,70000,3,0,Partial Co,Professional,0,2,1996 Sand Pointe Lane,,Oakland,CA,94611,478-555-0135
Monique,M,Castro,12/27/1962 0:00,S,F,mcastro@cohovineyard.com,40000,3,2,High Schoo,Skilled Manual,1,2,2217 Pueblo Dr.,,Oakland,CA,94611,298-555-0143
Charles,,Nelson,9/6/1970 0:00,S,M,cnelson@cohovineyard.com,50000,1,1,Bachelors,Skilled Manual,1,0,4836 Stratton Circle,,Oakland,CA,94611,206-555-0147
Nina,A,Shan,6/12/1968 0:00,M,F,nshan@cohovineyard.com,50000,2,2,Bachelors,Skilled Manual,1,1,555 Moretti Drive,,Oakland,CA,94611,185-555-0156
Ethan,,Li,7/7/1969 0:00,M,M,eli@cohovineyard.com,70000,5,0,Graduate D,Professional,1,0,6787 Pheasant Circle,,Oakland,CA,94611,328-555-0183
Samuel,A,Hall,5/15/1964 0:00,M,M,shall@cohovineyard.com,50000,4,4,Bachelors,Skilled Manual,1,2,782 Veale Avenue,,Oakland,CA,94611,168-555-0110
Damien,A,Yang,4/17/1964 0:00,S,M,dyang@cohovineyard.com,50000,4,4,Bachelors,Skilled Manual,0,3,8249 La Jolla,,Oakland,CA,94611,113-555-0114
Ramon,,Zhu,8/22/1973 0:00,S,M,rzhu@cohovineyard.com,40000,1,1,Bachelors,Skilled Manual,0,1,Incom Sports Center,,Ontario,CA,91764,1 (11) 500 555-0162
Kathryn,L,Rai,2/12/1972 0:00,S,F,krai@cohovineyard.com,30000,0,0,High Schoo,Manual,0,1,Ontario Mills,,Ontario,CA,91764,1 (11) 500 555-0145
Ian,C,Nelson,2/24/1971 0:00,S,M,inelson@cohovineyard.com,30000,0,0,High Schoo,Manual,0,1,Mall Of Orange,,Orange,CA,92867,1 (11) 500 555-0185
Mario,H,Deng,6/16/1971 0:00,M,M,mdeng@cohovineyard.com,30000,0,0,High Schoo,Manual,1,1,123 Camelia Avenue,,Oxnard,CA,93030,1 (11) 500 555-0154
Kathleen,C,Suarez,7/27/1974 0:00,S,F,ksuarez@cohovineyard.com,40000,3,3,Partial Co,Clerical,1,2,Oxnard Outlet,,Oxnard,CA,93030,955-555-0188
Faith,,Bennett,8/5/1974 0:00,M,F,fbennett@cohovineyard.com,50000,0,0,Graduate D,Skilled Manual,1,0,1326 Greenwood Place,,Palo Alto,CA,94303,166-555-0173
Aimee,D,Zhao,6/10/1976 0:00,S,F,azhao@cohovineyard.com,40000,0,0,High Schoo,Skilled Manual,1,2,8722 East View Place,,Palo Alto,CA,94303,619-555-0140
Alexandra,,Butler,10/20/1977 0:00,S,F,abutler@cohovineyard.com,30000,0,0,Partial Hi,Clerical,1,2,5967 W Las Positas Blvd,,Pleasanton,CA,94566,469-555-0136
Alvin,L,Liang,3/18/1977 0:00,M,M,aliang@cohovineyard.com,30000,0,0,Partial Hi,Clerical,1,2,Pavillion @ Redlands,,Redlands,CA,92373,222-555-0192
Emma,,Alexander,10/7/1967 0:00,M,F,ealexander@cohovineyard.com,100000,1,0,Bachelors,Management,1,2,1403 Mcmillan Ave.,,Redwood City,CA,94063,150-555-0174
Alexandria,L,Cooper,12/7/1967 0:00,S,F,acooper@cohovineyard.com,120000,0,0,Bachelors,Management,1,3,1624 Carlisle Way,,Redwood City,CA,94063,295-555-0145
Joy,,Blanco,3/17/1967 0:00,M,F,jblanco@cohovineyard.com,120000,0,1,Bachelors,Management,1,4,3586 Everett Court,,Redwood City,CA,94063,570-555-0114
Evelyn,S,Sanchez,5/11/1963 0:00,S,F,esanchez@cohovineyard.com,90000,0,0,Partial Co,Professional,1,1,4404 Mildred Avenue,,Redwood City,CA,94063,122-555-0161
Emma,R,Powell,6/7/1963 0:00,S,F,epowell@cohovineyard.com,100000,0,2,Partial Co,Professional,0,1,5300 Turrin Dr.,,Redwood City,CA,94063,311-555-0145
Lauren,T,Smith,12/14/1962 0:00,S,F,lsmith@cohovineyard.com,100000,3,2,Partial Co,Professional,0,4,6615 Winterglenn Way,,Redwood City,CA,94063,360-555-0137
Autumn,,She,6/11/1961 0:00,S,F,ashe@cohovineyard.com,80000,5,4,Partial Co,Professional,0,3,3664 Colt Ct.,,Richmond,CA,94801,963-555-0174
Peter,V,Aggarwal,4/10/1935 0:00,S,M,paggarwal@cohovineyard.com,40000,3,0,Partial Co,Professional,0,2,Natomas Marketplace,,Sacramento,CA,95814,215-555-0144
Kelvin,L,Pal,1/28/1935 0:00,M,M,kpal@cohovineyard.com,40000,3,0,Partial Co,Professional,1,2,25150 El Camino Real,,San Bruno,CA,94066,774-555-0134
Emily,C,Lewis,9/10/1935 0:00,S,F,elewis@cohovineyard.com,60000,2,0,Graduate D,Management,0,2,1692 Detroit Ave,,San Carlos,CA,94070,489-555-0174
Brenda,P,Raman,11/4/1937 0:00,M,F,braman@cohovineyard.com,60000,3,0,Graduate D,Management,1,2,2012 Reisling Court,,San Carlos,CA,94070,132-555-0113
Isabella,,Cooper,4/27/1939 0:00,S,F,icooper@cohovineyard.com,60000,3,0,Graduate D,Management,0,2,2134 Royal Links Ct,,San Carlos,CA,94070,401-555-0123
Molly,A,Garcia,5/7/1939 0:00,M,F,mgarcia@cohovineyard.com,70000,5,0,Graduate D,Management,1,2,467 Moccasin Ct.,,San Carlos,CA,94070,533-555-0118
Janelle,L,Sara,6/5/1977 0:00,S,F,jsara@contoso.com,40000,0,0,Partial Hi,Clerical,0,2,5242 Marvelle Ln.,,San Carlos,CA,94070,301-555-0155
Gary,K,Sanz,1/16/1977 0:00,M,M,gsanz@contoso.com,40000,0,0,Partial Hi,Clerical,1,2,6316 Parkway Drive,,San Carlos,CA,94070,201-555-0110
Julia,C,Rivera,12/9/1977 0:00,S,F,jrivera@contoso.com,50000,0,0,Partial Co,Skilled Manual,0,2,8452 Dewing Avenue,,San Carlos,CA,94070,723-555-0157
Makayla,E,Cook,11/26/1951 0:00,S,F,mcook@contoso.com,30000,3,0,High Schoo,Skilled Manual,0,2,9520 Milburn Dr.,,San Carlos,CA,94070,1 (11) 500 555-0197
Noah,D,Sharma,9/10/1948 0:00,S,M,nsharma@contoso.com,40000,2,1,High Schoo,Professional,0,2,University Town Center,,San Diego,CA,92102,864-555-0159
Linda,T,Blanco,6/18/1948 0:00,M,F,lblanco@contoso.com,40000,2,1,High Schoo,Professional,1,2,1234 Seaside Way,,San Francisco,CA,94109,138-555-0198
Joanna,,Navarro,11/8/1949 0:00,S,F,jnavarro@contoso.com,50000,2,1,Partial Co,Professional,0,2,1460 Jasper Court,,San Francisco,CA,94109,690-555-0179
Allen,L,Prasad,2/26/1949 0:00,S,M,aprasad@contoso.com,50000,2,1,Partial Co,Professional,0,2,1589 Mt. Tamalpais Place,,San Francisco,CA,94109,147-555-0179
Gina,G,Gomez,2/20/1971 0:00,S,F,ggomez@contoso.com,110000,0,5,Partial Hi,Management,0,4,978 Mozden Lane,,San Francisco,CA,94109,1 (11) 500 555-0116
Micheal,C,Jimenez,9/22/1971 0:00,S,M,mjimenez@contoso.com,130000,5,5,Partial Hi,Management,0,4,1278 Holly Oak Drive,,San Gabriel,CA,91776,1 (11) 500 555-0141
Billy,D,Vazquez,11/11/1964 0:00,S,M,bvazquez@contoso.com,80000,4,3,Partial Co,Professional,1,1,1880 Birchwood,,San Gabriel,CA,91776,401-555-0114
Lucas,K,Patterson,4/21/1964 0:00,S,M,lpatterson@contoso.com,80000,4,3,Partial Co,Professional,0,1,3124 Fall Creek,,San Gabriel,CA,91776,471-555-0199
Sergio,,Perez,6/8/1972 0:00,M,M,sperez@contoso.com,60000,1,0,Graduate D,Skilled Manual,1,0,313 Ladera,,San Gabriel,CA,91776,169-555-0190
Edward,C,Simmons,1/4/1969 0:00,S,M,esimmons@contoso.com,60000,1,0,Graduate D,Professional,0,0,3200 Wren Ave.,#307,San Gabriel,CA,91776,196-555-0119
Donna,,Jai,4/9/1968 0:00,M,F,djai@contoso.com,50000,2,2,Bachelors,Skilled Manual,1,1,3761 Cancroft Road,,San Gabriel,CA,91776,836-555-0163
Brad,S,Luo,5/8/1970 0:00,S,M,bluo@contoso.com,60000,1,0,Graduate D,Professional,1,0,4111 Vista Diablo,,San Gabriel,CA,91776,481-555-0140
Hailey,,Powell,6/20/1966 0:00,M,F,hpowell@contoso.com,50000,3,3,Bachelors,Skilled Manual,0,0,4217 Almond Avenue,,San Gabriel,CA,91776,412-555-0186
Julian,A,Gonzales,8/8/1966 0:00,S,M,jgonzales@contoso.com,60000,0,0,Graduate D,Professional,1,0,4655 Shuey Ave,,San Gabriel,CA,91776,500-555-0177
Cedric,I,Jai,8/14/1966 0:00,M,M,cjai@contoso.com,70000,5,0,Graduate D,Professional,1,0,4911 Dubhe Court,,San Gabriel,CA,91776,311-555-0193
Matthew,R,Wilson,3/24/1969 0:00,S,M,mwilson@contoso.com,70000,5,5,Graduate D,Professional,1,2,7185 Westcliffe Place,,San Gabriel,CA,91776,983-555-0113
Christian,M,Diaz,10/8/1965 0:00,M,M,cdiaz@contoso.com,50000,3,3,Bachelors,Skilled Manual,1,2,7254 Buchanan Road,11,San Gabriel,CA,91776,766-555-0132
Joe,C,Rodriguez,6/28/1964 0:00,M,M,jrodriguez@contoso.com,50000,4,4,Bachelors,Skilled Manual,1,3,8924 Lindley Ct.,,San Gabriel,CA,91776,368-555-0147
Marissa,,Jenkins,4/3/1964 0:00,M,F,mjenkins@contoso.com,50000,4,2,Bachelors,Skilled Manual,1,2,630 N. Capitol Ave.,,San Jose,CA,95112,725-555-0124
Carson,D,Bennett,9/14/1972 0:00,M,M,cbennett@contoso.com,30000,0,0,High Schoo,Manual,1,1,Stevens Creek Shopping Center,,San Jose,CA,95112,1 (11) 500 555-0192
Sheena,L,Sharma,7/19/1972 0:00,M,F,ssharma@contoso.com,40000,2,2,Partial Co,Clerical,0,0,9920 Bridgepointe Parkway,,San Mateo,CA,94404,1 (11) 500 555-0118
Jacob,M,Martin,6/2/1970 0:00,M,M,jmartin@contoso.com,40000,2,2,Partial Co,Clerical,1,2,60025 Bollinger Canyong Road,,San Ramon,CA,94583,1 (11) 500 555-0158
Bruce,R,Malhotra,11/13/1966 0:00,S,M,bmalhotra@contoso.com,50000,0,0,Graduate D,Skilled Manual,1,0,San Diego Factory,,San Ysidro,CA,92173,725-555-0129
Jordan,Y,Hayes,5/28/1966 0:00,M,M,jhayes@contoso.com,50000,0,0,Graduate D,Skilled Manual,0,0,99040 California Avenue,,Sand City,CA,93955,167-555-0137
Jerry,,Goel,8/13/1955 0:00,M,M,jgoel@contoso.com,40000,1,0,Partial Co,Clerical,1,1,25600 E St Andrews Pl,,Santa Ana,CA,92701,568-555-0158
Blake,H,King,2/6/1958 0:00,S,M,bking@contoso.com,40000,2,0,Partial Co,Clerical,1,1,Po Box 252525,,Santa Ana,CA,92701,156-555-0190
Franklin,,Cai,8/8/1959 0:00,S,M,fcai@contoso.com,50000,4,0,Graduate D,Skilled Manual,0,0,2904 Bay View Drive,,Santa Cruz,CA,95062,433-555-0156
Lindsey,,Rai,12/24/1967 0:00,M,F,lrai@contoso.com,20000,1,1,Partial Co,Manual,1,1,9006 Woodside Way,,Santa Cruz,CA,95062,1 (11) 500 555-0186
Charles,A,Roberts,8/12/1967 0:00,M,M,croberts@contoso.com,30000,1,1,Bachelors,Clerical,1,1,1267 Scenic Drive,,Santa Monica,CA,90401,1 (11) 500 555-0195
Rosa,S,Zhu,3/4/1966 0:00,S,F,rzhu@contoso.com,10000,4,4,Partial Hi,Manual,1,1,3723 Mt. Sequoia Ct.,,Santa Monica,CA,90401,1 (11) 500 555-0193
Leah,L,Gao,7/12/1966 0:00,S,F,lgao@contoso.com,30000,2,2,Partial Co,Manual,0,0,409 Santa Monica Blvd.,,Santa Monica,CA,90401,1 (11) 500 555-0164
