FirstName;MiddleInitial;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;City;State;ZIP;Phone
Damien;P;Wu;11/05/1973 00:00;M;M;dwu@adatum.com;70000;0;0;Partial Co;Professional;1;2;8237 Gibrix Dr.;;Beverly Hills;CA;90210;156-555-0119
Allen;;Verma;18/07/1973 00:00;S;M;averma@adatum.com;70000;0;0;Partial Co;Professional;1;2;1016 Whyte Park Avenue;;Burbank;CA;91502;525-555-0113
Eduardo;G;Washington;16/07/1976 00:00;M;M;ewashington@adatum.com;60000;0;0;Partial Co;Professional;1;2;1060 Mcelroy Court;;Burbank;CA;91502;119-555-0128
Lucas;N;James;17/08/1974 00:00;S;M;ljames@adatum.com;50000;0;0;High Schoo;Professional;1;2;1191 Boxwood Dr.;;Burbank;CA;91502;556-555-0110
Zachary;;Li;10/05/1957 00:00;S;M;zli@adatum.com;80000;2;1;Bachelors;Management;1;0;2157 Clark Creek Lane;;Burbank;CA;91502;996-555-0189
Jessie;;Gil;11/05/1962 00:00;S;F;jgil@adatum.com;60000;1;0;Bachelors;Professional;0;1;2214 Solano;;Burbank;CA;91502;1 (11) 500 555-0163
Jamie;N;Navarro;14/10/1960 00:00;M;M;jnavarro@adatum.com;70000;5;4;Partial Co;Skilled Manual;1;3;2356 Shannon Ln.;;Burbank;CA;91502;1 (11) 500 555-0175
Karen;;Zheng;26/09/1976 00:00;S;F;kzheng@adatum.com;30000;0;0;High Schoo;Skilled Manual;0;2;2477 Macalven Drive;;Burbank;CA;91502;756-555-0161
Ryan;K;White;26/10/1976 00:00;M;M;rwhite@adatum.com;40000;0;0;High Schoo;Skilled Manual;1;2;2912 Guadalupe;;Burbank;CA;91502;172-555-0173
Angel;L;Collins;18/03/1977 00:00;M;M;acollins@adventure-works.com;30000;0;0;Partial Hi;Clerical;1;2;3739 Donald Dr;;Burbank;CA;91502;643-555-0121
Randy;J;Li;16/03/1977 00:00;S;M;rli@adventure-works.com;30000;0;0;Partial Hi;Clerical;1;2;40 Ellis St.;;Burbank;CA;91502;404-555-0174
Eduardo;B;Wright;11/09/1967 00:00;S;M;ewright@adventure-works.com;100000;1;0;Bachelors;Management;1;2;4310 Chickpea Ct.;;Burbank;CA;91502;491-555-0149
Jasmine;E;Morgan;19/04/1944 00:00;M;F;jmorgan@adventure-works.com;60000;4;0;Graduate D;Management;1;2;4679 Duke Way;;Burbank;CA;91502;987-555-0127
Kimberly;A;Morris;17/05/1944 00:00;S;F;kmorris@adventure-works.com;70000;5;0;Bachelors;Management;0;2;6075 Lake Nadine Pl.;;Burbank;CA;91502;659-555-0115
Brandy;;Verma;07/08/1945 00:00;S;F;bverma@adventure-works.com;50000;5;0;Bachelors;Management;0;2;6509 California Street;;Burbank;CA;91502;665-555-0178
Sheila;T;Jimenez;09/09/1945 00:00;S;F;sjimenez@adventure-works.com;60000;4;0;Bachelors;Management;0;2;6702 Smike Tree Court;;Burbank;CA;91502;364-555-0187
Candace;;Engineer;02/07/1947 00:00;S;F;cengineer@adventure-works.com;70000;4;1;Bachelors;Management;0;1;7970 Jewett Ave.;;Burbank;CA;91502;555-555-0125
Catherine;D;Gray;24/11/1951 00:00;S;F;cgray@adventure-works.com;50000;2;1;High Schoo;Professional;0;2;8671 Appalachia Dr.;;Burbank;CA;91502;801-555-0118
Miguel;M;Lopez;22/06/1956 00:00;M;M;mlopez@adventure-works.com;120000;3;4;High Schoo;Professional;1;4;8680 Newell Ave.;;Burbank;CA;91502;1 (11) 500 555-0171
Paula;L;Suarez;17/10/1955 00:00;M;F;psuarez@adventure-works.com;110000;3;4;Partial Co;Professional;1;4;878 Amador Ct;;Burbank;CA;91502;1 (11) 500 555-0137
Andy;;Ruiz;15/07/1933 00:00;M;M;aruiz@adventure-works.com;60000;2;0;Graduate D;Management;1;2;8809 Diablo View Road;;Burbank;CA;91502;174-555-0117
Jarrod;;Sai;20/11/1933 00:00;M;M;jsai@adventure-works.com;90000;4;0;Bachelors;Management;0;1;9365 G St.;;Burbank;CA;91502;898-555-0153
Christina;;Kelly;14/10/1964 00:00;S;F;ckelly@adventure-works.com;110000;3;2;Bachelors;Management;1;4;9919 Macarthur Avenue;;Burbank;CA;91502;402-555-0161
Sophia;C;Collins;09/03/1956 00:00;M;F;scollins@adventure-works.com;70000;3;2;Partial Co;Professional;1;0;1435 Ash Lane;;Burlingame;CA;94010;302-555-0155
Matthew;;Thompson;03/08/1934 00:00;M;M;mthompson@adventure-works.com;60000;2;0;Graduate D;Management;1;2;1500 Grant Street;;Burlingame;CA;94010;386-555-0130
Louis;A;Sharma;13/09/1955 00:00;M;M;lsharma@adventure-works.com;70000;4;3;High Schoo;Professional;1;1;2098 Chilpancingo Pkwy.;;Burlingame;CA;94010;934-555-0118
Shane;A;Perez;01/05/1955 00:00;M;M;sperez@adventure-works.com;70000;4;3;High Schoo;Professional;1;1;2118 Little Dr.;;Burlingame;CA;94010;809-555-0132
Cameron;L;Martin;24/06/1955 00:00;M;M;cmartin@adventure-works.com;90000;2;1;High Schoo;Professional;0;1;2223 Stillwater Court;;Burlingame;CA;94010;133-555-0115
Eddie;;Blanco;19/09/1935 00:00;M;M;eblanco@adventure-works.com;60000;2;0;Graduate D;Management;1;2;2546 Fawn Glen Circle;;Burlingame;CA;94010;737-555-0126
Trinity;;Peterson;06/07/1960 00:00;M;F;tpeterson@adventure-works.com;80000;5;4;Partial Co;Professional;1;4;266 H Street;;Burlingame;CA;94010;933-555-0110
Brittney;;Yang;10/12/1962 00:00;S;F;byang@adventure-works.com;10000;1;0;Graduate D;Manual;0;0;267 Aspen Drive;;Burlingame;CA;94010;1 (11) 500 555-0147
Noah;B;Li;23/01/1962 00:00;S;M;nli@adventure-works.com;20000;1;0;Graduate D;Clerical;0;0;2807 Th Avenue;;Burlingame;CA;94010;1 (11) 500 555-0179
Cameron;J;Davis;03/08/1962 00:00;M;M;cdavis@adventure-works.com;20000;1;0;Graduate D;Clerical;0;0;2909 Toyon Dr.;;Burlingame;CA;94010;1 (11) 500 555-0198
Brad;P;Shen;25/07/1935 00:00;S;M;bshen@adventure-works.com;10000;1;0;Graduate D;Clerical;0;0;2914 St. George Dr.;;Burlingame;CA;94010;1 (11) 500 555-0145
Byron;;Munoz;19/04/1980 00:00;M;M;bmunoz@adventure-works.com;10000;0;0;Bachelors;Manual;0;0;3121 Spar Court;#511;Burlingame;CA;94010;400-555-0168
Gilbert;D;Chande;14/02/1960 00:00;M;M;gchande@adventure-works.com;20000;1;1;Partial Co;Manual;0;0;3195 Rotherham Dr.;;Burlingame;CA;94010;1 (11) 500 555-0166
Shawna;M;Nath;13/07/1959 00:00;M;F;snath@adventure-works.com;10000;1;1;High Schoo;Manual;0;1;3788 Concord Place;;Burlingame;CA;94010;1 (11) 500 555-0125
Clarence;T;Raje;10/01/1970 00:00;M;M;craje@adventure-works.com;20000;0;0;Partial Co;Manual;1;1;4490 Chablis Court;;Burlingame;CA;94010;1 (11) 500 555-0194
Ruben;E;Blanco;21/06/1970 00:00;S;M;rblanco@adventure-works.com;30000;0;0;Bachelors;Clerical;1;0;491 Cali;;Burlingame;CA;94010;1 (11) 500 555-0163
Hannah;;Taylor;19/10/1969 00:00;S;F;htaylor@adventure-works.com;50000;0;0;Graduate D;Skilled Manual;0;0;5055 Quigley St.;;Burlingame;CA;94010;1 (11) 500 555-0153
Orlando;A;Moreno;27/10/1945 00:00;M;M;omoreno@adventure-works.com;70000;5;1;High Schoo;Professional;0;3;5245 Fraga Court;;Burlingame;CA;94010;1 (11) 500 555-0183
Paula;A;Torres;02/08/1946 00:00;S;F;ptorres@adventure-works.com;100000;2;3;Bachelors;Management;1;4;5339 Cashew Street;;Burlingame;CA;94010;1 (11) 500 555-0154
Marcus;;Sanchez;10/03/1952 00:00;S;M;msanchez@adventure-works.com;110000;4;5;Partial Co;Professional;1;2;5608 Montanya Court;;Burlingame;CA;94010;1 (11) 500 555-0119
Rachel;;Brooks;02/01/1952 00:00;M;F;rbrooks@adventure-works.com;120000;4;5;Bachelors;Management;1;3;639 Bermad Drive;;Burlingame;CA;94010;1 (11) 500 555-0140
Kristin;;Raje;17/08/1950 00:00;S;F;kraje@adventure-works.com;100000;3;4;Partial Co;Management;0;4;6751 Yosemite Ct.;;Burlingame;CA;94010;1 (11) 500 555-0132
Aimee;M;Zhu;24/04/1976 00:00;M;F;azhu@adventure-works.com;70000;0;0;High Schoo;Management;1;3;6828 Benedict Court;;Burlingame;CA;94010;1 (11) 500 555-0117
Julia;;Scott;19/06/1973 00:00;S;F;jscott@adventure-works.com;100000;0;5;High Schoo;Management;1;2;7248 Holiday Hills Dr.;;Burlingame;CA;94010;1 (11) 500 555-0115
Diana;R;Diaz;24/10/1972 00:00;S;F;ddiaz@adventure-works.com;120000;0;5;Partial Hi;Professional;1;4;727 Pheasant Ct.;;Burlingame;CA;94010;1 (11) 500 555-0165
Erika;T;Alonso;05/10/1971 00:00;M;F;ealonso@adventure-works.com;100000;0;5;High Schoo;Management;0;4;7296 Seawind Dr.;;Burlingame;CA;94010;1 (11) 500 555-0144
Sebastian;W;Kelly;12/09/1970 00:00;S;M;skelly@adventure-works.com;110000;0;5;High Schoo;Management;0;4;7694 Furness Street;;Burlingame;CA;94010;1 (11) 500 555-0156
Jared;E;Cooper;02/11/1971 00:00;M;M;jcooper@adventure-works.com;110000;0;5;High Schoo;Management;1;4;7907 Eagle Peak Road;;Burlingame;CA;94010;1 (11) 500 555-0177
Clarence;R;Tang;14/02/1942 00:00;S;M;ctang@adventure-works.com;80000;5;0;Bachelors;Management;0;2;8531 Bayter Court;;Burlingame;CA;94010;384-555-0155
Megan;R;Perry;04/08/1980 00:00;M;F;mperry@adventure-works.com;20000;0;0;Partial Hi;Manual;1;2;9324 Bohon Circle;;Burlingame;CA;94010;1 (11) 500 555-0125
Dawn;L;Liang;14/10/1978 00:00;S;F;dliang@adventure-works.com;30000;0;0;High Schoo;Manual;0;1;9456 Augustine Dr.;;Burlingame;CA;94010;1 (11) 500 555-0191
Orlando;K;Navarro;03/09/1972 00:00;S;M;onavarro@adventure-works.com;40000;1;1;Bachelors;Skilled Manual;0;1;9600 Sweeney Road;;Burlingame;CA;94010;1 (11) 500 555-0194
Haley;C;Baker;23/07/1975 00:00;S;F;hbaker@adventure-works.com;40000;3;3;Partial Co;Clerical;1;0;39933 Mission Oaks Blvd;;Camarillo;CA;93010;794-555-0122
Gloria;W;Hernandez;04/08/1966 00:00;M;F;ghernandez@adventure-works.com;50000;0;0;Graduate D;Skilled Manual;1;0;9909 W. Ventura Boulevard;;Camarillo;CA;93010;180-555-0160
Amanda;C;Kelly;17/08/1953 00:00;M;F;akelly@adventure-works.com;30000;1;0;Bachelors;Skilled Manual;0;1;Camarillo Athletic Stores;;Camarillo;CA;93010;134-555-0150
Candace;R;Lopez;11/03/1955 00:00;S;F;clopez@adventure-works.com;40000;1;0;Partial Co;Clerical;0;1;Topanga Plaza;;Canoga Park;CA;91303;948-555-0171
Andre;A;Rodriguez;13/11/1957 00:00;M;M;arodriguez@adventure-works.com;40000;1;0;Partial Co;Clerical;1;1;99000 S. Avalon Blvd. Suite 750;;Carson;CA;90746;572-555-0131
Mitchell;;Tang;16/01/1957 00:00;S;M;mtang@adventure-works.com;40000;1;0;Partial Co;Clerical;0;1;251340 E. South St.;;Cerritos;CA;90703;513-555-0160
Dwayne;R;Diaz;08/03/1957 00:00;S;M;ddiaz@adventure-works.com;40000;1;0;Partial Co;Clerical;1;1;1071 Stanz Grace St.;;Chula Vista;CA;91910;182-555-0195
Victor;;Navarro;22/01/1958 00:00;S;M;vnavarro@adventure-works.com;50000;4;0;Graduate D;Skilled Manual;0;0;1084 Meadow Glen Way;;Chula Vista;CA;91910;293-555-0168
Donald;J;Rana;10/10/1966 00:00;M;M;drana@adventure-works.com;10000;4;4;Partial Hi;Manual;1;2;1168 Escobar;;Chula Vista;CA;91910;1 (11) 500 555-0169
Peter;;Yuan;13/07/1967 00:00;S;M;pyuan@adventure-works.com;40000;0;0;Bachelors;Clerical;0;0;1343 Apple Drive;;Chula Vista;CA;91910;1 (11) 500 555-0149
Jon;C;Raji;15/12/1966 00:00;M;M;jraji@adventure-works.com;40000;0;0;Bachelors;Skilled Manual;1;0;1343 Apple Drive;;Chula Vista;CA;91910;1 (11) 500 555-0114
Adrienne;;Moreno;03/07/1964 00:00;M;F;amoreno@adventure-works.com;30000;2;2;Partial Co;Clerical;1;2;144 Castro Street;;Chula Vista;CA;91910;1 (11) 500 555-0135
Robert;J;Evans;17/08/1979 00:00;M;M;revans@adventure-works.com;20000;5;5;High Schoo;Manual;0;1;144 Castro Street;;Chula Vista;CA;91910;1 (11) 500 555-0175
Denise;V;Chandra;05/09/1963 00:00;S;F;dchandra@adventure-works.com;40000;1;0;Bachelors;Skilled Manual;1;0;1565 Esperanea Dr.;;Chula Vista;CA;91910;1 (11) 500 555-0167
Julie;L;Rai;17/12/1959 00:00;M;F;jrai@adventure-works.com;50000;4;0;Graduate D;Skilled Manual;1;0;1792 Belmont Rd.;;Chula Vista;CA;91910;525-555-0168
Autumn;F;Yang;21/06/1972 00:00;M;F;ayang@adventure-works.com;40000;4;4;Partial Co;Clerical;1;2;2030 Lighthouse Way;;Chula Vista;CA;91910;311-555-0171
Charles;;Campbell;25/10/1941 00:00;S;M;ccampbell@adventure-works.com;70000;5;0;Graduate D;Management;0;2;2063 Trafalgar Circle;;Chula Vista;CA;91910;545-555-0178
Kelli;;Zheng;17/05/1957 00:00;M;F;kzheng@adventure-works.com;10000;1;0;Partial Co;Manual;1;0;214 Via Del Sol;;Chula Vista;CA;91910;1 (11) 500 555-0165
Madeline;L;Wright;12/02/1956 00:00;S;F;mwright@adventure-works.com;10000;2;0;Partial Co;Manual;0;0;215 Baxter Court;;Chula Vista;CA;91910;1 (11) 500 555-0174
Vincent;G;Wu;17/07/1976 00:00;S;M;vwu@adventure-works.com;10000;1;1;High Schoo;Manual;0;0;2215 La Corte Bonita;;Chula Vista;CA;91910;1 (11) 500 555-0150
Josue;C;Ortega;26/02/1943 00:00;M;M;jortega@adventure-works.com;30000;1;0;Bachelors;Clerical;1;0;2215 La Corte Bonita;;Chula Vista;CA;91910;1 (11) 500 555-0136
Nicolas;M;Nath;24/04/1959 00:00;M;M;nnath@adventure-works.com;10000;1;1;High Schoo;Manual;1;1;2300 Lillian Dr;;Chula Vista;CA;91910;1 (11) 500 555-0195
Shane;;Garcia;24/11/1958 00:00;M;M;sgarcia@adventure-works.com;30000;1;0;Graduate D;Clerical;1;0;2300 Lillian Dr;;Chula Vista;CA;91910;1 (11) 500 555-0170
Jasmine;K;Howard;03/08/1959 00:00;M;F;jhoward@adventure-works.com;40000;3;0;Graduate D;Clerical;0;0;2775 Heather Leaf Ln.;;Chula Vista;CA;91910;1 (11) 500 555-0179
Cindy;;Chandra;04/09/1919 00:00;S;F;cchandra@adventure-works.com;10000;3;0;Graduate D;Clerical;0;2;2775 Heather Leaf Ln.;;Chula Vista;CA;91910;1 (11) 500 555-0111
Jessie;;Li;10/04/1969 00:00;S;M;jli@adventure-works.com;20000;0;0;Partial Co;Manual;1;1;2804 Alderwood Lane;;Chula Vista;CA;91910;1 (11) 500 555-0127
Brandon;B;Hughes;02/09/1969 00:00;M;M;bhughes@adventure-works.com;30000;1;0;Bachelors;Clerical;1;0;288 Almaden Dr.;;Chula Vista;CA;91910;1 (11) 500 555-0112
Denise;L;Garcia;02/03/1969 00:00;S;F;dgarcia@adventure-works.com;30000;1;0;Bachelors;Clerical;1;0;3029 Arnold Dr;#2;Chula Vista;CA;91910;1 (11) 500 555-0147
Roger;;Li;13/02/1952 00:00;M;M;rli@adventure-works.com;20000;2;0;Partial Co;Manual;0;1;3029 Arnold Dr;#2;Chula Vista;CA;91910;1 (11) 500 555-0180
Darryl;S;Huang;14/11/1952 00:00;S;M;dhuang@adventure-works.com;20000;2;0;Partial Co;Manual;1;1;3448 Concord;;Chula Vista;CA;91910;1 (11) 500 555-0136
Gabrielle;;Richardson;11/07/1954 00:00;S;F;grichardson@adventure-works.com;100000;3;4;High Schoo;Professional;1;3;3448 Concord;;Chula Vista;CA;91910;1 (11) 500 555-0155
Raquel;;Jimenez;06/05/1954 00:00;M;F;rjimenez@adventure-works.com;100000;3;4;High Schoo;Professional;0;3;3505 Graham St.;;Chula Vista;CA;91910;1 (11) 500 555-0110
Gina;;Ramos;12/10/1952 00:00;M;F;gramos@adventure-works.com;70000;5;2;Partial Hi;Skilled Manual;1;2;3531 Brookview Drive;;Chula Vista;CA;91910;1 (11) 500 555-0134
Roy;A;Gomez;04/11/1952 00:00;S;M;rgomez@adventure-works.com;80000;4;1;High Schoo;Professional;0;3;3531 Brookview Drive;;Chula Vista;CA;91910;1 (11) 500 555-0190
Autumn;;Ye;09/07/1950 00:00;S;F;aye@adventure-works.com;110000;4;5;Partial Co;Management;0;2;3675 Q St.;;Chula Vista;CA;91910;1 (11) 500 555-0129
Brendan;;Luo;16/05/1949 00:00;S;M;bluo@adventure-works.com;90000;4;1;High Schoo;Management;0;3;3858 Vista Diablo;Unit C;Chula Vista;CA;91910;1 (11) 500 555-0187
Jon;M;Anand;06/02/1948 00:00;S;M;janand@adventure-works.com;90000;4;1;Partial Hi;Skilled Manual;1;4;3858 Vista Diablo;Unit C;Chula Vista;CA;91910;1 (11) 500 555-0154
Tabitha;;Malhotra;05/11/1947 00:00;M;F;tmalhotra@adventure-works.com;90000;5;0;Partial Hi;Skilled Manual;0;2;3861 Las Lomas Way;;Chula Vista;CA;91910;1 (11) 500 555-0121
Denise;;Sai;11/05/1947 00:00;S;F;dsai@adventure-works.com;100000;3;4;High Schoo;Management;0;4;3974 Central Ave.;;Chula Vista;CA;91910;1 (11) 500 555-0174
Ernest;;Zheng;24/08/1976 00:00;S;M;ezheng@adventure-works.com;70000;0;0;High Schoo;Management;1;2;417 Silver Oak Pl;;Chula Vista;CA;91910;1 (11) 500 555-0166
Marshall;;Zheng;17/07/1972 00:00;S;M;mzheng@adventure-works.com;100000;0;5;High Schoo;Management;0;3;417 Silver Oak Pl;;Chula Vista;CA;91910;1 (11) 500 555-0148
Michele;;Alonso;08/06/1970 00:00;S;F;malonso@adventure-works.com;90000;0;0;Partial Hi;Professional;1;4;420 Royal Links Cirlce;;Chula Vista;CA;91910;1 (11) 500 555-0119
Geoffrey;K;Srini;18/05/1980 00:00;S;M;gsrini@adventure-works.com;20000;0;0;Partial Hi;Manual;0;2;4257 Crown Court;;Chula Vista;CA;91910;1 (11) 500 555-0133
Barry;L;Sanchez;03/12/1972 00:00;M;M;bsanchez@adventure-works.com;10000;0;0;Partial Hi;Manual;1;2;4414 Kendree St.;;Chula Vista;CA;91910;1 (11) 500 555-0150
Clayton;;Luo;04/08/1972 00:00;M;M;cluo@adventure-works.com;40000;2;2;Partial Co;Clerical;1;0;4632 Pleasant Hill Rd;;Chula Vista;CA;91910;1 (11) 500 555-0161
Alicia;L;Nath;26/06/1971 00:00;S;F;anath@adventure-works.com;10000;0;0;Partial Hi;Manual;0;2;5126 La Corte Bonita;;Chula Vista;CA;91910;1 (11) 500 555-0170
Jose;;Powell;21/11/1970 00:00;S;M;jpowell@adventure-works.com;40000;2;2;Partial Co;Clerical;0;2;5186 Oeffler Ln.;;Chula Vista;CA;91910;1 (11) 500 555-0122
Sarah;A;Jenkins;25/02/1966 00:00;S;F;sjenkins@adventure-works.com;50000;0;0;Graduate D;Skilled Manual;1;0;5186 Oeffler Ln.;;Chula Vista;CA;91910;244-555-0182
Claudia;J;Zhu;19/01/1954 00:00;S;F;czhu@adventure-works.com;20000;3;0;Partial Hi;Manual;1;2;5199 James Donlon Blvd;;Chula Vista;CA;91910;255-555-0151
Tammy;;Perez;14/02/1954 00:00;S;F;tperez@adventure-works.com;30000;1;0;High Schoo;Clerical;1;1;5254 Daylight Place;;Chula Vista;CA;91910;534-555-0170
Courtney;;Roberts;28/07/1956 00:00;M;F;croberts@adventure-works.com;40000;1;0;Partial Co;Clerical;1;1;5254 Daylight Place;;Chula Vista;CA;91910;763-555-0189
Kendra;;Torres;23/03/1958 00:00;S;F;ktorres@adventure-works.com;50000;4;0;Graduate D;Skilled Manual;1;0;5325 Pinecreek Way;;Chula Vista;CA;91910;461-555-0197
Morgan;;White;11/10/1967 00:00;S;F;mwhite@adventure-works.com;10000;3;3;High Schoo;Manual;1;0;5336 Roberts Ct;;Chula Vista;CA;91910;1 (11) 500 555-0136
Kristin;;Sharma;05/10/1966 00:00;S;F;ksharma@adventure-works.com;20000;1;1;High Schoo;Manual;0;1;5446 Via Estrella;;Chula Vista;CA;91910;1 (11) 500 555-0139
Sydney;E;Griffin;04/07/1966 00:00;S;F;sgriffin@adventure-works.com;30000;2;2;Partial Co;Manual;0;0;5530 Melrose Pl.;;Chula Vista;CA;91910;1 (11) 500 555-0126
Arianna;M;Perry;21/02/1966 00:00;S;F;aperry@adventure-works.com;30000;2;2;Partial Co;Manual;0;0;5728 Benedict Ct.;;Chula Vista;CA;91910;1 (11) 500 555-0186
Angel;M;Hernandez;11/02/1964 00:00;S;M;ahernandez@adventure-works.com;30000;2;2;Partial Co;Clerical;0;2;5854 Eagle Way;;Chula Vista;CA;91910;1 (11) 500 555-0176
Jennifer;A;Henderson;27/09/1979 00:00;M;F;jhenderson@adventure-works.com;20000;4;4;High Schoo;Manual;1;2;5973 Willow Pass Road;;Chula Vista;CA;91910;1 (11) 500 555-0199
Luis;D;King;23/09/1975 00:00;S;M;lking@adventure-works.com;30000;0;0;Partial Co;Clerical;1;1;6121 Chilpancingo Pk;;Chula Vista;CA;91910;1 (11) 500 555-0157
Devin;E;Scott;25/03/1973 00:00;M;M;dscott@adventure-works.com;50000;0;0;Graduate D;Skilled Manual;1;0;6187 Barquentine Court;;Chula Vista;CA;91910;916-555-0192
Isaac;;Stewart;25/03/1972 00:00;M;M;istewart@adventure-works.com;50000;1;1;Graduate D;Skilled Manual;1;0;6187 Barquentine Court;;Chula Vista;CA;91910;163-555-0151
Daniel;E;Robinson;11/08/1972 00:00;M;M;drobinson@adventure-works.com;50000;1;1;Graduate D;Skilled Manual;1;0;6199 Mcelroy;;Chula Vista;CA;91910;709-555-0140
Ruth;A;Kapoor;19/08/1968 00:00;S;F;rkapoor@adventure-works.com;50000;2;2;Bachelors;Skilled Manual;0;1;6199 Mcelroy;;Chula Vista;CA;91910;978-555-0116
Lisa;J;He;23/04/1967 00:00;M;F;lhe@adventure-works.com;40000;5;5;High Schoo;Skilled Manual;1;1;6594 Jefferson St.;;Chula Vista;CA;91910;645-555-0137
Hailey;P;Sanchez;09/11/1966 00:00;M;F;hsanchez@adventure-works.com;70000;4;0;Graduate D;Professional;1;0;6615 Cambelback Place;;Chula Vista;CA;91910;258-555-0155
Erick;L;Raman;20/02/1966 00:00;S;M;eraman@adventure-works.com;70000;4;0;Graduate D;Professional;1;0;6998 Courthouse Drive;;Chula Vista;CA;91910;272-555-0119
Bryan;C;Peterson;03/02/1969 00:00;M;M;bpeterson@adventure-works.com;70000;5;0;Graduate D;Professional;1;0;6998 Courthouse Drive;;Chula Vista;CA;91910;220-555-0125
Joe;;Munoz;11/01/1965 00:00;S;M;jmunoz@adventure-works.com;50000;3;3;Bachelors;Skilled Manual;1;3;7118 Elliott Dr.;;Chula Vista;CA;91910;370-555-0135
Rebekah;;Gil;17/04/1963 00:00;M;F;rgil@adventure-works.com;50000;4;2;Bachelors;Professional;1;2;7136 Almond Drive;;Chula Vista;CA;91910;395-555-0179
Morgan;R;Carter;11/05/1967 00:00;M;F;mcarter@adventure-works.com;60000;0;0;Graduate D;Professional;1;1;7136 Almond Drive;;Chula Vista;CA;91910;628-555-0196
Blake;L;Smith;18/01/1967 00:00;S;M;bsmith@adventure-works.com;60000;0;0;Graduate D;Professional;0;1;7199 Natalie Drive;;Chula Vista;CA;91910;579-555-0146
Monica;;Suri;19/10/1969 00:00;S;F;msuri@adventure-works.com;90000;1;0;Graduate D;Management;0;0;7208 Peach Place;;Chula Vista;CA;91910;1 (11) 500 555-0132
Jesus;;Ruiz;24/07/1966 00:00;S;M;jruiz@adventure-works.com;90000;2;0;Bachelors;Professional;0;0;7419 San Ramon Road;;Chula Vista;CA;91910;1 (11) 500 555-0166
Felicia;J;Hernandez;13/08/1964 00:00;S;F;fhernandez@adventure-works.com;60000;4;4;Bachelors;Professional;1;3;7419 San Ramon Road;;Chula Vista;CA;91910;1 (11) 500 555-0146
Stephanie;;Lopez;05/11/1977 00:00;S;F;slopez@adventure-works.com;50000;0;0;Partial Co;Skilled Manual;0;2;7515 Royal Oak Rd.;;Chula Vista;CA;91910;279-555-0128
Arthur;A;Arun;23/09/1975 00:00;S;M;aarun@adventure-works.com;50000;0;0;Partial Co;Skilled Manual;1;2;7515 Royal Oak Rd.;;Chula Vista;CA;91910;403-555-0186
Justin;;Johnson;02/10/1975 00:00;S;M;jjohnson@adventure-works.com;50000;0;0;High Schoo;Skilled Manual;0;2;7723 Firestone Drive;;Chula Vista;CA;91910;276-555-0124
Darren;F;Perez;12/04/1957 00:00;S;M;dperez@adventure-works.com;50000;2;0;High Schoo;Professional;0;2;7723 Firestone Drive;;Chula Vista;CA;91910;1 (11) 500 555-0125
Elizabeth;;Foster;02/04/1974 00:00;S;F;efoster@adventure-works.com;50000;0;0;High Schoo;Professional;0;2;7754 Camino Peral;;Chula Vista;CA;91910;605-555-0186
Alberto;;Torres;27/07/1967 00:00;S;M;atorres@adventure-works.com;80000;5;5;Bachelors;Professional;1;4;7797 Richard Place;;Chula Vista;CA;91910;1 (11) 500 555-0173
Katie;;Raji;27/06/1967 00:00;S;F;kraji@adventure-works.com;80000;5;5;Bachelors;Professional;0;4;7832 Military East;;Chula Vista;CA;91910;1 (11) 500 555-0118
Patrick;;Cooper;03/08/1961 00:00;M;M;pcooper@adventure-works.com;50000;1;0;Partial Co;Skilled Manual;1;1;8246 Via Del Sol;;Chula Vista;CA;91910;1 (11) 500 555-0136
Kristi;A;Alonso;04/06/1961 00:00;M;F;kalonso@adventure-works.com;50000;1;0;Partial Co;Skilled Manual;1;1;8246 Via Del Sol;;Chula Vista;CA;91910;1 (11) 500 555-0154
Toni;C;Chandra;24/07/1966 00:00;M;F;tchandra@adventure-works.com;110000;0;0;Graduate D;Management;1;3;8447 East Lake Court;;Chula Vista;CA;91910;1 (11) 500 555-0114
Ann;;Perez;24/12/1959 00:00;S;F;aperez@adventure-works.com;100000;5;0;Bachelors;Professional;1;1;8490 Longbrood Way;;Chula Vista;CA;91910;1 (11) 500 555-0120
Stanley;;Kapoor;21/12/1962 00:00;S;M;skapoor@adventure-works.com;60000;1;0;Partial Co;Skilled Manual;0;1;8494 Rollingwood Dr.;;Chula Vista;CA;91910;1 (11) 500 555-0164
Sharon;L;Pal;10/10/1960 00:00;S;F;spal@adventure-works.com;70000;5;4;Partial Co;Skilled Manual;1;3;8502 Diver Way;;Chula Vista;CA;91910;1 (11) 500 555-0143
Gilbert;;Lu;20/03/1960 00:00;S;M;glu@adventure-works.com;70000;5;4;Partial Co;Skilled Manual;0;3;8540 Donegal Road;;Chula Vista;CA;91910;1 (11) 500 555-0118
Cedric;C;Aggarwal;04/05/1976 00:00;S;M;caggarwal@adventure-works.com;30000;0;0;High Schoo;Skilled Manual;0;2;8540 Donegal Road;;Chula Vista;CA;91910;981-555-0136
Robyn;;Moreno;21/03/1976 00:00;S;F;rmoreno@adventure-works.com;40000;0;0;High Schoo;Skilled Manual;1;2;8636 St. Francis St.;;Chula Vista;CA;91910;166-555-0142
